keyword,betweenness_co,betweenness_vote_count,betweenness_vote_average,betweenness_revenue
community spirit,6.333333333333334,3.0,41.0,9.5
dinner,6.333333333333334,1.0,55.5,5.0
kuwait,6.333333333333333,3.0,56.0,8.0
dc extended universe (dceu),6.333333333333333,47.5,305.2690476190477,7.133333333333332
psychological,6.333333333333333,4.0,597.1666666666666,5.0
meteor,6.333333333333333,9.0,77.0,5.0
female surfer,6.333333333333333,0.0,51.0,0.0
ex soldier,6.316666666666666,0.0,390.5833333333333,0.3333333333333333
disapproving,6.287301587301586,2.2,198.26213076139544,2.2
inmate,6.25,4.0,52.333333333333336,4.0
tyranny,6.25,0.0,119.0,0.0
friends in love,6.25,8.666666666666668,354.8333333333333,6.0
teen drama,6.249999999999999,19.666666666666668,113.38333333333334,7.833333333333334
tradition,6.199999999999999,2.0,34.0,6.0
heir to the throne,6.199999999999998,7.25,71.25,3.0
art history,6.166666666666667,8.0,34.0,9.0
terrorist bombing,6.166666666666667,2.0,235.5,0.5
foster child,6.166666666666666,0.0,33.0,0.0
piano lessons,6.15,0.0,47.0,0.0
comeback,6.14484126984127,12.500000000000002,112.33333333333334,8.833333333333332
tricks,6.116666666666667,50.0,191.0,12.0
2040s,6.1,3.0,341.8333333333333,1.5
death of daughter,6.083333333333333,0.5,791.8333333333333,1.0
beauty queen,6.083333333333332,1.0,15.0,5.0
evil dictator,6.000000000000001,0.0,30.0,0.0
statue,6.0,0.0,68.0,0.0
buddhist monk,6.0,4.0,15.0,4.0
water monster,6.0,0.0,27.0,4.0
money laundering,6.0,0.0,108.66666666666666,0.0
mistress,6.0,0.0,22.35,4.0
fandom,6.0,0.0,447.0,1.0
viagra,6.0,3.0,66.0,4.0
alternate version,6.0,3.0,1003.0,6.0
giant snake,6.0,8.0,62.0,6.0
past relationship,6.0,1.0,63.0,2.0
fashion designer,6.0,2.0,620.5,6.0
human vs nature,6.0,8.0,391.0,4.0
container,6.0,0.0,44.0,0.0
husband wife estrangement,6.0,1.0,17.0,0.0
fictional biography,6.0,7.5,165.5,4.0
desert storm,6.0,6.0,17.0,3.0
damsel in distress,6.0,9.0,78.0,12.0
blind man,6.0,137.0,386.0,8.0
musketeer,6.0,4.0,40.0,8.0
oppression,6.0,10.0,199.0,6.0
future noir,6.0,3.0,123.0,6.0
handcuffed,6.0,0.0,74.0,0.0
secret investigation,6.0,10.0,55.0,6.0
stock market,6.0,1.0,12.0,2.0
inspiration,6.0,0.0,13.0,0.0
atlanta,5.949999999999999,80.5,613.6666666666666,4.666666666666666
bitterness,5.933333333333334,0.0,785.0,3.0
gay romance,5.933333333333333,0.5,61.23809523809524,0.25
government conspiracy,5.916666666666667,0.0,22.5,4.0
irish-american,5.916666666666667,20.0,2696.890476190478,6.5
versailles,5.916666666666666,4.0,105.0,3.0
legal drama,5.888095238095238,25.0,1709.6666666666667,0.0
hibernation,5.861111111111111,44.499999999999986,672.6242424242429,0.0
degradation,5.835689310689311,8.5,169.76190476190482,1.0
matchmaking,5.833333333333333,2.0,106.0,0.0
allegorical,5.833333333333333,5.0,1222.2575202575201,2.333333333333333
self-doubt,5.833333333333333,0.0,1138.0,0.0
juvenile delinquent,5.833333333333333,0.0,126.0,1.0
scholarship,5.833333333333333,1.0,150.0,4.5
shame,5.833333333333333,0.0,195.0,2.0
nemesis,5.833333333333333,14.0,96.0,8.0
false accusations,5.833333333333333,30.5,98.0,2.0
gang member,5.833333333333333,0.0,10.55,6.0
father son reunion,5.833333333333332,39.5,355.3333333333333,2.5
stolen money,5.833333333333332,0.0,90.0,1.0
adolescence,5.833333333333332,18.5,812.4999999999999,5.0
double crossed,5.809523809523808,0.0,211.5,6.0
haunted by the past,5.776190476190477,0.0,96.89999999999999,0.2
phobia,5.75,0.0,22.0,2.0
sexual fantasy,5.75,0.5,9.0,0.5
intolerance,5.733333333333334,10.0,250.0,3.0
sleepwalking,5.699999999999999,5.666666666666666,158.3333333333333,0.0
f word,5.666666666666667,8.0,58.0,8.0
implant,5.666666666666667,0.0,43.5,0.0
prison guard,5.666666666666666,3.0,47.00000000000001,7.0
james bond spoof,5.666666666666666,0.0,16.0,6.0
baghdad,5.666666666666666,0.0,22.0,3.5
deadline,5.666666666666666,4.0,21.0,8.0
german shepherd,5.666666666666666,0.0,170.0,5.0
car journey,5.666666666666666,0.0,14.0,4.0
smart kid,5.666666666666666,6.5,326.0,5.0
child hero,5.653246753246754,4.747727272727272,518.7489177489181,0.7
genetic mutation,5.625,0.3333333333333333,30.333333333333336,0.3333333333333333
death of lover,5.6,3.5,112.0,2.5
special unit,5.583333333333334,5.0,266.0,4.0
mental institution,5.583333333333333,2.0,102.0,1.0
old hollywood,5.583333333333333,7.5,140.58333333333334,2.25
12th century,5.583333333333333,0.0,47.83333333333333,2.5
elderly,5.583333333333333,0.0,43.0,0.0
stereoscopic film,5.566666666666666,17.600000000000005,159.53333333333333,10.799999999999999
dramedy,5.5666666666666655,0.0,255.0,2.0
uncle,5.533333333333334,4.0,95.83333333333333,7.0
government agency,5.504610667110668,10.151190476190473,99.36321815439459,5.43611111111111
infiltration,5.504610667110668,538.1511904761904,6508.379884821058,5.43611111111111
new job,5.5,7.0,43.0,5.0
cocaína,5.5,4.0,158.0,4.0
k-pop,5.5,2.0,1724.0,3.0
mexican cartel,5.5,0.0,182.66666666666666,4.0
storytelling,5.5,2.0,248.5,0.0
foster family,5.5,1.0,186.0,0.0
power relations,5.5,0.0,43.0,0.0
hamptons,5.5,0.0,42.0,6.0
wish fulfillment,5.5,0.0,17.0,0.0
human evolution,5.5,6.0,127.0,1.0
arabian nights,5.5,12.0,575.0,6.0
grad school,5.5,0.0,68.0,0.0
outbreak,5.5,1.5,26.5,0.0
experimental cinema,5.5,0.0,13.5,1.0
rich vs poor,5.5,1.5,11.0,2.5
fashion show,5.5,16.0,39.0,6.0
medical examiner,5.5,4.0,30.5,6.0
gambler,5.5,0.0,28.0,3.0
campfire,5.5,1.0,18.0,1.0
civilization,5.5,7.0,44.0,1.0
illuminati,5.5,5.0,61.0,6.0
biographical drama,5.5,0.6666666666666666,1090.919047619046,1.3333333333333333
sadomasochism,5.5,3.0,74.0,2.0
shakespeare in modern dress,5.5,0.0,20.0,0.0
slave labor,5.5,2.0,82.0,2.0
wrongful arrest,5.5,0.0,1102.0,5.0
totalitarian regime,5.5,0.0,165.0,0.0
gospel,5.5,0.0,116.0,2.0
terminal cancer,5.5,0.0,684.4666666666667,4.0
street artist,5.499999999999999,0.0,53.5,1.0
ku klux klan,5.499999999999999,4.0,522.5,7.0
small business,5.499999999999999,0.0,19.5,6.0
dead dog,5.466666666666667,6.0,486.50000000000006,4.666666666666666
leaving one's family,5.45,0.0,367.0,4.0
gaslighting,5.45,0.3333333333333333,26.166666666666668,0.3333333333333333
simulation,5.416666666666666,0.0,50.83333333333333,0.0
montage,5.416666666666666,30.0,1254.0,6.0
fidel castro,5.416666666666666,0.0,78.0,0.0
loss of innocence,5.3999999999999995,0.0,64.5,0.0
adoptive father,5.375,14.0,109.69999999999999,2.2
war on drugs,5.333333333333334,4.0,470.8000000000005,6.0
revolution,5.333333333333334,840.5,729.0,4.5
conciliation,5.333333333333333,10.0,58.0,8.0
dead,5.333333333333333,0.0,34.0,0.0
spaceship,5.333333333333333,3.0,137.16666666666666,2.0
injustice,5.333333333333333,7.833333333333334,1270.1166666666672,5.666666666666665
numbers,5.333333333333333,12.0,40.0,7.666666666666667
toxic relationship,5.333333333333333,5.0,73.0,0.5
albanian,5.333333333333333,2.0,16.0,1.0
gun battle,5.333333333333333,0.0,75.75000000000001,1.5
giant wave,5.333333333333333,0.0,38.75,3.0
parole,5.333333333333333,5.0,208.0,0.0
poet,5.333333333333333,0.0,264.90000000000003,0.0
mercy killing,5.333333333333332,0.0,12.0,0.0
banned film,5.285714285714285,4.285714285714286,21.714285714285722,3.0
high school sports,5.257575757575758,1.0,324.1452380952381,3.933333333333333
tarot cards,5.25,2.0,24.0,0.0
product placement,5.25,0.0,72.0,0.0
red sea,5.25,0.0,20.0,2.0
mad scientist,5.25,8.0,1081.8,2.0
instructive,5.2333333333333325,0.0,56.0,3.0
young couple,5.2333333333333325,0.0,15.433333333333334,5.1
rock music,5.226190476190476,12.0,105.0,6.0
sailing,5.2,14.0,629.0,5.0
fashion,5.199999999999999,5546.5,876.3333333333334,0.5
backpacker,5.199999999999999,8.0,191.0,8.0
attempted murder,5.166666666666667,2.0,210.0,4.0
retired,5.166666666666667,127.0,72.0,0.0
pittsburgh,5.166666666666667,13.0,428.90000000000003,2.0
long term relationship,5.166666666666667,0.5,31.5,0.5
naval battleship,5.166666666666667,0.0,119.0,6.0
motherhood,5.166666666666666,6.0,93.5,2.0
rebellious daughter,5.166666666666666,77.0,239.0,5.0
wedding anniversary,5.083333333333334,0.0,29.5,0.0
bootlegger,5.083333333333333,0.0,116.0,3.0
resistance fighter,5.083333333333333,8.0,783.0,4.0
moral conflict,5.083333333333333,0.0,87.5,0.0
publicist,5.083333333333333,0.0,62.0,4.0
slaughter,5.033333333333333,17.0,573.1250000000001,5.0
kindness,5.033333333333333,22.0,609.0000000000001,3.0
loss of job,5.0,5.0,134.0,6.0
male virgin,5.0,0.0,104.0,3.0
alternate history,5.0,4.0,248.33333333333331,3.0
ruins,5.0,5.0,211.0,5.0
post war,5.0,4.0,2386.51111111111,5.0
united kingdom,5.0,4.833333333333333,103.33333333333334,4.833333333333333
submissive,5.0,0.0,20.0,0.0
governor,5.0,26.0,404.0,5.0
family dinner,5.0,2.0,49.0,3.0
native american reservation,5.0,0.9999999999999999,89.33333333333334,0.0
direct,5.0,0.0,36.0,0.0
stuck,5.0,0.0,140.0,0.0
anonymous letter,5.0,0.0,112.0,3.0
killer doll,5.0,0.0,8.0,2.5
repressed trauma,5.0,2.0,81.0,0.0
ancestor,5.0,0.0,179.0,6.0
revisionist western,5.0,0.0,92.0,0.0
abusive marriage,5.0,0.0,10.0,0.0
love letter,5.0,2.0,65.5,0.0
lost civilization,5.0,8.0,134.0,6.0
duty,5.0,0.0,102.25000000000001,4.0
eccentric,5.0,3.0,28.0,2.0
gender roles,5.0,2.0,85.0,0.0
catholic school,5.0,5.0,91.0,2.0
hope for future,5.0,0.0,53.0,0.0
swiss alps,5.0,0.0,6.0,0.0
fiancé fiancée relationship,5.0,7.0,55.0,5.0
motion capture,4.976190476190476,3.0,54.5,4.5
drugging someone,4.95,0.0,27.5,0.5
tang dynasty,4.9333333333333345,2.4,97.46666666666668,5.066666666666667
coral reef,4.916666666666667,9.5,41.0,3.5
twenty something,4.916666666666667,0.0,17.0,3.0
secluded beach,4.916666666666667,9.5,41.0,3.5
foster care,4.916666666666666,0.0,51.0,0.0
researcher,4.916666666666666,3.0,41.0,2.0
social class,4.916666666666666,2.5,103.83333333333334,3.0
recruiting,4.916666666666666,0.0,13.0,0.0
communism,4.916666666666666,0.0,2791.033333333334,1.0
freak show,4.9,4.0,120.83333333333333,6.666666666666666
liar,4.8999999999999995,23.0,169.5,0.0
greek island,4.866666666666667,0.8,16.099999999999998,1.7999999999999998
clandestine,4.866666666666666,9.0,48.0,6.0
christmastime,4.833333333333334,4.0,35.5,6.0
mathematics,4.833333333333334,29.0,2658.8333333333335,0.0
dolphin,4.833333333333334,0.0,5.0,0.0
empathy,4.833333333333334,0.0,185.0,0.0
emotional vulnerability,4.833333333333334,37.5,286.0,4.5
interracial romance,4.833333333333334,0.0,102.0,2.0
resurrection,4.833333333333333,8.666666666666666,1142.5,3.0
forty something,4.833333333333333,2.5,76.5,5.5
domineering mother,4.833333333333333,4.0,213.5,5.0
folk hero,4.833333333333333,2.0,40.0,4.0
reconnect,4.833333333333333,0.0,49.0,0.0
video store,4.833333333333333,0.0,35.0,7.0
video recorder,4.833333333333333,5.0,155.0,0.0
disco,4.833333333333333,0.0,20.0,0.0
captured,4.833333333333333,0.0,211.5,0.0
save the day,4.833333333333333,6.0,34.0,5.0
tombstone,4.833333333333333,2.0,37.0,3.0
portugal,4.833333333333333,6.0,1638.5166666666667,3.0
arthouse,4.833333333333333,0.0,29.0,0.0
terrorist attack,4.783333333333333,1.5,43.00000000000001,2.5
poem or rhyme,4.783333333333333,10.0,115.99999999999999,6.0
based on song,4.783333333333333,10.0,115.99999999999999,6.0
school club,4.757575757575758,1.0,77.84523809523809,1.1
pipeline,4.75,9.0,1102.6000000000001,3.0
albino,4.75,19.333333333333332,91.00000000000001,8.0
alien contact,4.75,5.5,81.25,4.583333333333333
college freshman,4.75,0.0,15.5,0.0
estranged daughter,4.75,0.0,34.0,1.0
determinism,4.75,12.666666666666666,125.0,0.0
car wash,4.75,0.0,36.0,1.0
franklin delano roosevelt,4.75,0.0,13.5,0.0
virgin,4.749999999999999,0.0,85.0,4.0
mexican standoff,4.733333333333333,1.5,35.66666666666667,2.6666666666666665
district attorney,4.7,20.5,862.3898434898438,5.5
treasure hunter,4.7,0.0,31.5,5.0
gossip,4.691666666666666,0.0,0.800595238095238,0.125
theft,4.666666666666667,12.0,622.7499999999999,0.0
plot twist,4.666666666666667,4.0,262.0,6.0
chinese emperor,4.666666666666667,0.0,26.0,0.0
innocence,4.666666666666667,0.0,64.16666666666667,1.0
british monarchy,4.666666666666667,17.0,134.38031135531133,6.666666666666667
exchange student,4.666666666666667,0.0,22.0,0.0
karate,4.666666666666666,0.0,72.0,2.0
misfit,4.666666666666666,7.0,1093.75,3.0
falsely accused,4.666666666666666,2.0,123.0,3.0
death of son,4.65,0.0,62.583333333333336,0.0
area 51,4.616666666666667,6.0,47.0,9.0
pacific war,4.616666666666666,2.333333333333333,75.68333333333332,3.8666666666666663
evil spirit,4.583333333333334,1.0,118.16666666666667,6.5
parrot,4.583333333333333,3.0,16.0,4.0
war on terror,4.561111111111112,2.0,153.0,0.5
drums,4.533333333333333,11.0,604.0,3.0
insane asylum,4.533333333333333,0.0,33.0,3.5
commercial,4.533333333333333,0.0,238.0,3.0
pervert,4.5,7.0,83.0,4.0
san diego,4.5,6.0,71.5,4.5
villa,4.5,0.0,43.0,9.0
irish,4.5,0.0,22.0,0.0
neighbor neighbor relationship,4.5,4.0,340.0,2.0
jazz club,4.5,0.0,122.16666666666666,6.0
teenage romance,4.5,4.0,3037.0,2.0
soul transference,4.5,2.0,22.0,2.0
private school,4.5,3.0,110.0,1.0
factory worker,4.5,6.5,133.0,6.0
female cop,4.5,0.0,51.0,2.0
pet,4.5,17.0,372.0,5.5
vandalism,4.5,23.0,368.7619047619048,4.0
usa politics,4.5,20.0,713.75,2.0
speech,4.5,2.666666666666666,921.495238095238,2.833333333333333
black power,4.5,0.0,463.0,0.0
tai chi,4.5,0.0,1015.0,0.0
short film,4.5,0.0,125.0,4.0
brother against brother,4.5,102.0,694.0,2.0
autocracy,4.5,6.0,54.0,2.0
living abroad,4.5,0.0,40.0,4.0
psychic vision,4.5,8.0,132.0,6.0
post world war i,4.5,1.0,127.0,1.0
hair,4.5,0.0,65.0,1.0
body exchange,4.5,2.0,1363.0,2.0
superstition,4.5,14.0,67.0,3.0
mass hysteria,4.5,3.5,101.0,0.0
ransom demand,4.5,0.0,72.5,2.0
armed robbery,4.5,3.0,94.0,0.0
bludgeoning,4.5,6.0,79.5,2.0
real time,4.5,5555.0,194.5,6.0
miami,4.495970695970695,19.466666666666665,59.449999999999996,4.533333333333333
ice skating,4.476190476190476,0.0,16.083333333333332,2.2
enchantment,4.45,7.416666666666666,59.77222222222223,3.0
dead body,4.433333333333333,1.0,188.66666666666666,0.0
masochism,4.416666666666666,0.5,345.16666666666663,0.5
holy grail,4.4,0.0,21.0,2.0
dehumanization,4.386904761904762,0.9666666666666666,40.86666666666667,0.4
discipline,4.375,0.0,25.0,1.0
bank,4.366666666666667,16.0,243.0,3.0
actor,4.333333333333334,0.0,111.0,0.0
fbi operation,4.333333333333334,0.0,254.0,0.0
beauty contest,4.333333333333333,6.0,216.0,6.0
exhibitionism,4.333333333333333,0.0,11.0,0.0
mission of murder,4.333333333333333,9.0,395.0,5.5
groundhog day,4.333333333333333,2.0,56.0,1.0
amsterdam,4.333333333333333,5.833333333333333,342.0,3.0
seaside town,4.333333333333333,0.0,94.0,0.0
spycraft,4.333333333333332,7.333333333333332,21.66666666666667,5.166666666666667
socially deprived family,4.283333333333333,0.0,39.0,1.0
threat,4.25,2.0,50.5,1.0
missing daughter,4.25,4.0,225.0,5.0
beer,4.25,0.0,27.0,1.0
poisoning,4.249999999999999,3.0,85.16666666666669,2.5
escape artist,4.2,2.0,40.0,5.0
avenging father,4.2,2.0,291.0,2.0
prison cell,4.2,0.0,536.0,2.0
near future,4.199999999999999,5.5,266.3333333333333,2.5
euthanasia,4.199999999999999,7.5,195.5,1.0
disembodied hand,4.166666666666666,0.0,18.0,3.0
fashion design,4.166666666666666,1.0,44.0,2.0
machinegun,4.166666666666666,2.0,41.0,6.0
vampiress (female vampire),4.166666666666666,1.0,22.5,3.0
motorcycle crash,4.166666666666666,6.0,18.0,0.0
land baron,4.166666666666666,0.0,74.0,2.0
primal fear,4.1,287.0,39.5,1.0
furious,4.083333333333333,14.666666666666668,249.83333333333334,4.5
insecurity,4.083333333333333,8.0,145.26666666666665,3.0
rebel leader,4.083333333333333,0.0,33.0,0.0
prague,4.083333333333333,0.5,33.75,3.0
barricade,4.0095238095238095,8.0,73.0,4.0
promise,4.0,0.0,39.0,0.0
maine,4.0,12.0,27.0,6.0
marine,4.0,0.0,74.0,6.0
broken elevator,4.0,6.0,33.0,3.0
safe deposit box,4.0,2.0,229.5,2.0
traumatic childhood,4.0,0.5,79.5,0.0
murder hunt,4.0,1.0,7.0,1.0
political assassination,4.0,0.0,154.0,2.0
bratva (russian mafia),4.0,0.0,514.0,0.0
bio terrorism,4.0,0.0,97.0,3.0
acrobats,4.0,0.0,13.0,0.0
antisocial personality disorder,4.0,0.0,76.43134920634918,4.0
wine,4.0,0.0,203.0,4.0
teenage sexuality,4.0,2.0,66.5,2.0
islam,4.0,3.0,37.0,0.0
machete,4.0,10.0,172.5,2.0
survivor's guilt,4.0,4.0,94.0,4.0
slum,4.0,40.0,3747.75,4.0
surprise,4.0,2.0,47.5,3.0
luck,4.0,12.0,293.66666666666663,4.0
malibu,4.0,2224.0,145.5,2.0
man child,4.0,9.0,32.0,4.0
multiple personality,4.0,0.14285714285714285,13.842857142857142,0.0
catholic guilt,4.0,0.0,351.0,0.0
tyrant,4.0,3.0,51.08333333333333,4.0
new school,4.0,3.0,20.0,4.0
fatherhood,4.0,0.0,119.0,0.0
old woman,4.0,0.0,26.0,0.0
raven,4.0,11.0,9.0,5.0
small town sheriff,4.0,8.0,60.0,3.0
family issues,4.0,10.0,76.5,4.0
life changing,4.0,3.0,125.0,2.0
sex addiction,4.0,1.0,22.0,1.0
patient,4.0,0.5,359.4,0.0
aristocracy,4.0,3.6666666666666665,154.66666666666663,4.0
alienation,4.0,0.0,51.0,0.0
remade,4.0,9.0,1241.8333333333335,1.0
mysticism,4.0,2.0,97.0,1.0
sunlight,4.0,4.5,72.0,4.0
office,4.0,1.0,333.0,1.0
alligator,4.0,7.0,174.8690476190476,3.0
monster horror,4.0,56.0,214.0,2.0
social media influencer,4.0,0.0,48.0,2.0
radio station,4.0,1.0,40.0,2.0
radio transmission,4.0,1.0,184.9,4.5
engaged couple,4.0,0.0,17.0,0.0
informant,4.0,0.0,37.75,2.0
law student,4.0,0.0,58.0,1.0
screwball comedy,4.0,3.0,426.0,4.5
flash mob,4.0,0.0,9.0,5.0
search party,4.0,20.0,241.0,3.0
3rd century,4.0,4.0,25.5,4.0
secret experiment,4.0,2.0,8.0,4.0
commitment,4.0,0.0,31.0,0.0
first time,4.0,22.5,60.5,6.0
text messaging,4.0,0.0,45.5,4.0
workplace comedy,4.0,2.0,14.0,2.0
youth,3.9999999999999996,0.0,141.0,0.0
brooklyn,3.9999999999999996,1.5,5996.766666666668,3.5
resilience,3.916666666666667,0.9999999999999999,80.33333333333333,4.0
leather jacket,3.916666666666666,6.0,10.0,4.5
figure study,3.861904761904762,0.16666666666666666,73.46666666666667,0.0
2090s,3.833333333333333,5.5,451.5,0.0
ballerina,3.833333333333333,6.0,263.0,4.0
embarrasment,3.833333333333333,2.0,66.0,1.0
unhappiness,3.833333333333333,0.0,77.0,0.0
literature professor,3.833333333333333,0.0,311.0,0.0
quarterback,3.833333333333333,1.0,27.5,1.0
sword duel,3.833333333333333,1.0,124.16666666666666,2.0
sexual harassment,3.833333333333333,0.0,235.0,4.0
role playing game,3.833333333333333,2.0,32.5,4.0
new neighbor,3.833333333333333,13.0,215.0,5.0
ritual sacrifice,3.833333333333333,0.0,41.0,0.0
abusive relationship,3.833333333333333,1.0,65.16666666666667,0.0
computer expert,3.8333333333333326,0.0,14.5,0.5
teen angst,3.8011904761904765,0.0,15.833333333333332,0.3333333333333333
market,3.75,0.0,174.0,0.0
prime minister,3.75,7.0,81.0,4.5
griffith observatory,3.75,19.0,28.0,5.0
news,3.75,0.0,92.0,3.0
breast cancer,3.75,0.0,7.5,0.0
explorer,3.75,0.0,25.0,3.0
sword and sandal,3.75,10.5,66.25,4.5
holiday horror,3.7499999999999996,0.0,89.58333333333333,0.3333333333333333
pleasure,3.7499999999999996,0.0,17.666666666666668,0.0
wedding dress,3.7261904761904763,2.5,11.166666666666664,0.3333333333333333
new age,3.7,0.0,8.0,1.0
plane crash,3.7,0.0,8.0,0.0
family disapproval,3.7,0.0,7.0,1.0
colonization,3.6999999999999997,0.0,114.5,4.5
hologram,3.666666666666667,5.25,189.0,5.25
airport security,3.6666666666666665,0.0,28.0,3.0
mass shooting,3.6666666666666665,2.0,19.5,2.0
deep sea,3.6666666666666665,1.0,2.0,2.0
bad luck,3.6666666666666665,6.0,41.0,4.0
revenge motive,3.6666666666666665,0.0,31.5,0.0
pickpocket,3.666666666666666,104.0,3983.3333333333335,3.0
zeus,3.6666666666666656,0.9999999999999999,5.333333333333332,3.333333333333333
indigenous peoples,3.6428571428571423,2.0,31.0,2.0
aspiring actress,3.6166666666666663,1.0,24.3,3.0
motorcycle chase,3.5928571428571425,2.0,65.20353535353536,5.5
lordship,3.5833333333333335,3.0,146.0,5.0
terracotta army,3.583333333333333,3.0,20.0,4.0
old house,3.583333333333333,2.0,16.0,0.0
wrestling,3.583333333333333,0.5,204.0,1.5
covert operation,3.583333333333333,0.0,11.0,6.0
closeted homosexual,3.583333333333333,15.0,123.5,3.5
new relationship,3.525,0.0,29.0,0.0
zombie apocalypse,3.5,15.833333333333334,207.38333333333333,0.6666666666666666
champagne,3.5,0.0,31.0,2.0
cross country trip,3.5,1.0,83.0,2.0
sex trafficking,3.5,9.0,162.0,2.0
roman,3.5,0.0,27.5,5.0
political satire,3.5,0.0,82.0,0.0
global threat,3.5,20.099999999999998,299.3,5.0
treasure map,3.5,9.0,622.3000000000005,7.5
high school reunion,3.5,1.0,6.0,4.0
assassination team,3.5,2.0,119.0,2.0
police impersonator,3.5,6.0,24.666666666666668,4.0
baptism,3.5,7.0,2267.0,0.0
child abandonment,3.5,14.0,1245.0,3.0
torture chamber,3.5,0.0,423.0,0.0
chameleon,3.5,10.0,385.0,4.0
gentrification,3.5,0.0,10.0,0.0
abused child,3.5,0.0,26.0,0.0
wild animal,3.5,3.0,37.0,3.0
cybercrime,3.5,0.0,3.0,0.0
spice,3.5,42.0,882.0,6.0
monarchy,3.5,6.0,625.546978021978,0.0
milf,3.5,0.0,9.0,2.0
scientific experiment,3.5,2.0,40.0,3.0
precognition,3.5,9.0,163.2090741559782,4.0
temple,3.5,0.6666666666666666,52.5,4.0
actress,3.5,7.0,243.0,0.0
extrasensory perception,3.5,0.0,25.0,0.0
blacksmith,3.5,43.75,2764.8116883116877,6.0
overweight,3.5,3.0,9.0,3.0
autobiography,3.5,3.0,199.0,4.0
suspicious,3.5,4.0,139.49999999999997,7.0
video surveillance,3.5,0.0,151.0,2.0
estranged mother,3.5,2.0,550.0,1.0
syringe,3.5,0.0,13.0,3.0
magazine writer,3.5,0.0,13.0,0.0
office party,3.5,0.0,7.0,4.0
law school,3.5,14.0,183.0,7.0
christian,3.5,12.0,1817.5,4.0
loss of mother,3.5,7.0,35.0,4.0
flat,3.5,2.0,221.0,0.0
southern gothic,3.5,0.0,86.0,1.0
band competition,3.5,11.0,412.0,4.0
typewriter,3.5,0.0,35.0,0.0
ax,3.4999999999999996,1.0,81.16666666666666,1.3333333333333333
mental patient,3.499999999999999,2.5,20.5,4.0
killer shark,3.492460317460317,0.0,10.566666666666668,0.8333333333333334
multiculturalism,3.4833333333333334,0.0,6.0,1.0
city life,3.4833333333333334,4.0,282.50000000000006,2.166666666666667
rise and fall,3.4166666666666665,18.0,1618.5000000000002,4.0
house party,3.416666666666666,29.0,85.08333333333333,3.0
radio,3.4,9.5,421.5,12.5
mumbai (bombay),3.4,4.5,465.5833333333335,5.5
helicopter crash,3.3999999999999995,6.5,134.08333333333331,3.0
homicide investigation,3.3833333333333333,12.833333333333336,30.666666666666664,2.833333333333333
revolt,3.3666666666666667,22.000000000000004,148.16666666666666,10.333333333333332
vienna,3.3666666666666663,0.0,442.7821895424837,0.0
giant animal,3.3428571428571425,1.2000000000000002,41.00000000000001,2.2
sparta greece,3.34090909090909,11.833333333333332,12.212121212121213,5.848484848484848
female agent,3.3333333333333335,6.0,36.0,0.0
invisible person,3.3333333333333335,5.0,104.83333333333334,5.0
racist,3.3333333333333335,0.0,226.0,5.0
traveling circus,3.333333333333333,1.0,7.0,2.0
sex shop,3.333333333333333,0.0,324.0,0.0
water shortage,3.333333333333333,3.0,110.83333333333331,3.0
pain,3.333333333333333,0.0,116.0,2.0
niece,3.333333333333333,0.0,110.0,4.0
emergency doctor,3.333333333333333,0.0,17.0,1.0
graffiti,3.333333333333333,0.0,11.0,0.0
meteorologist,3.333333333333333,0.0,4.5,3.0
cabin in the woods,3.333333333333333,7.0,23.0,2.0
redneck,3.333333333333333,0.0,7.0,3.0
pandemic,3.333333333333333,0.0,427.0,0.5
butterfly effect,3.333333333333333,3.0,37.0,4.0
lake house,3.333333333333333,0.0,35.0,2.0
father and daughter,3.333333333333333,0.0,40.0,0.0
one woman army,3.333333333333333,0.0,19.5,0.0
distant future,3.266666666666667,46.1,2467.866666666666,5.300000000000001
casino owner,3.25,3.166666666666667,5.694444444444445,2.6666666666666665
hedonism,3.2499999999999996,0.0,1383.6666666666665,0.0
opposites,3.2499999999999996,4.0,4.0,2.0
mute,3.233333333333333,0.75,449.4166666666667,0.75
pretend relationship,3.2,13.333333333333334,79.33333333333333,4.0
horror parody,3.1833333333333336,2.983333333333334,8.666666666666666,3.9000000000000004
horror spoof,3.1833333333333336,2.983333333333334,8.666666666666666,3.9000000000000004
destruction of planet,3.1833333333333336,0.0,121.5,0.0
star crossed lovers,3.166666666666667,40.0,6277.833333333329,5.0
hostages,3.1666666666666665,1.0,10.5,2.5
mexico city,3.1666666666666665,1.5,130.33333333333337,3.5
children's adventure,3.166666666666666,4.5,276.5,3.0
wolf pack,3.166666666666666,6.0,24.0,3.0
moving in,3.1595238095238094,1.3333333333333333,9.999999999999998,2.6666666666666665
empire,3.1500000000000004,5.5,133.66666666666669,3.5
indifferent,3.15,0.0,21.0,0.0
zionism,3.1166666666666667,0.0,68.83333333333329,1.0
rock concert,3.083333333333333,2.0,19.0,1.0
aspiring singer,3.083333333333333,10.0,114.0,1.0
tech noir,3.083333333333333,0.0,225.0,0.0
korean american,3.0428571428571423,0.75,35.238095238095234,0.5
killer clown,3.0361111111111114,0.0,12.915476190476186,0.5
evil clown,3.0361111111111114,0.0,12.915476190476186,0.5
pool party,3.0095238095238095,4.333333333333333,135.5,5.999999999999999
tension,3.0,6.0,947.0,0.0
pattern,3.0,2.0,6.0,2.0
patriot,3.0,0.0,103.5,3.0
