keyword,2000_2004,2005_2009,2010_2014,2015_2019,2020_2024,mean_rank_slope
implant,1530,1662,1576,1004,1293,113.20000000000029
teenage crush,1244,143,1576,759,372,112.80000000000018
family business,1530,1662,1576,1008,1293,112.80000000000017
british monarchy,1530,1662,1576,1009,1293,112.70000000000005
erotic thriller,1368,1541,1576,1050,1051,112.50000000000021
palace intrigue,1530,1662,1576,1012,1293,112.40000000000018
vietnam war,1258,1662,1576,1014,1020,112.4
rabbit,1530,1662,1576,1013,1293,112.30000000000003
political activism,1530,1662,1575,1391,1104,112.29999999999991
female soldier,1530,1662,1576,1015,1293,112.10000000000025
big family,1530,1342,1576,696,1293,112.00000000000014
folklore,1530,1662,1576,1391,1106,111.90000000000029
female journalist,1530,1662,1576,1391,1108,111.50000000000026
gothic,1530,774,779,993,863,111.50000000000013
transhumanism,1530,1662,1576,1022,1293,111.40000000000013
drone,1530,1662,634,1023,1293,111.3000000000002
dramedy,1530,1662,1576,1367,1121,111.30000000000018
united kingdom,1157,1662,1576,277,1293,111.30000000000005
gifted children,1530,1662,1576,1027,1293,110.90000000000013
archer,1530,1662,445,1030,1293,110.60000000000026
evil doll,1530,1662,1026,1031,1293,110.50000000000014
animal kingdom,1530,1662,1576,1032,1293,110.40000000000002
15th century,1530,1662,1570,1033,1293,110.30000000000001
wicked woman,1530,1662,1576,1034,1293,110.19999999999996
money laundering,1530,1662,1576,1035,1293,110.10000000000025
richard nixon,1530,1662,1576,1036,1293,110.00000000000017
barcelona,1530,1662,1576,1038,1293,109.8000000000003
informant,1530,1662,1576,1040,1293,109.60000000000022
new orleans,1382,918,386,974,807,109.40000000000016
louisiana,1382,917,385,973,807,109.40000000000015
elevator,1530,1662,836,1043,1293,109.30000000000021
one man army,1161,1662,1576,445,1223,109.30000000000017
assassination attempt,724,1662,462,468,775,109.20000000000014
behind enemy lines,1530,1662,1576,1391,1120,109.10000000000029
terrorist attack,1530,1662,1576,1046,1293,109.00000000000023
terrorist plot,1530,1662,1186,1047,1293,108.90000000000028
girls' love (gl),1530,1662,1576,1048,1293,108.80000000000024
virtual world,1530,1662,1576,1391,1122,108.70000000000036
coping mechanisms,1530,1662,1576,1391,1123,108.50000000000024
recluse,1530,1662,1576,1051,1293,108.50000000000011
japanese occupation of korea,1530,1662,1576,1052,1293,108.40000000000008
holocaust (shoah),1530,1662,1576,1391,1124,108.30000000000025
poland,1530,1662,1576,1391,1124,108.30000000000025
man woman relationship,1491,1662,1576,1391,1085,108.30000000000022
shark attack,1530,1528,1576,919,1293,108.30000000000011
swindler,1530,1662,1576,1053,1293,108.3
con woman,1530,1662,1576,1054,1293,108.20000000000013
south america,1530,1662,1576,1056,1293,108.00000000000011
abuse of power,1530,1662,1576,1391,1126,107.90000000000022
hunger,1530,1662,1576,1058,1293,107.80000000000014
virtual reality,126,1662,110,368,234,107.80000000000011
sentimental,450,539,13,219,71,107.80000000000005
joyful,729,443,258,67,379,107.60000000000004
abusive husband,1401,1662,1576,1391,1000,107.3000000000003
meth lab,1530,1662,1280,1391,1129,107.30000000000011
school teacher,1530,1662,1576,1391,1130,107.1000000000001
spring break,1530,1662,1251,1066,1293,107.00000000000021
time loop,1530,1289,424,1391,944,107.00000000000007
sincere,1136,424,56,525,551,106.90000000000018
three musketeers,1530,1662,1576,1391,1131,106.90000000000008
musketeer,1530,1662,1576,1391,1132,106.70000000000003
1620s,1530,1662,1576,1391,1132,106.70000000000003
rifle,1530,1662,671,1070,1293,106.60000000000008
fake identity,750,461,681,280,308,106.50000000000009
corporate lawyer,1530,1662,1576,1072,1293,106.40000000000028
mini cooper,1530,1662,1576,1074,1293,106.2
1850s,1530,1662,1576,1391,1135,106.10000000000001
grief,499,1501,1576,513,463,106.00000000000006
ecological disaster,1530,1662,1576,1391,1136,105.90000000000009
horror for children,1530,1662,1576,1080,1293,105.60000000000035
ventriloquist's dummy,1530,1662,1576,1080,1293,105.60000000000035
age-gap relationship,1530,1662,1576,1391,1138,105.50000000000011
miami,830,1098,1576,1391,156,105.50000000000009
skateboarding,1530,1561,1576,1391,1088,105.40000000000022
lust,1530,849,812,1049,904,105.20000000000013
based on webcomic or webtoon,1530,1662,1576,1226,1222,105.20000000000012
married with children,1530,1662,1576,1085,1293,105.10000000000026
workplace,1530,1662,1576,1391,1140,105.10000000000022
unfaithful wife,1530,1662,553,1391,1140,105.10000000000005
gloomy,1530,606,1576,1232,692,105.00000000000018
activism,1530,1662,1576,1391,1142,104.7000000000002
plague,1530,819,530,1391,721,104.60000000000016
incheon,1530,1662,1576,1391,1143,104.5000000000002
hero,86,896,171,17,3,104.50000000000007
1940s,803,131,605,284,204,104.50000000000004
shrine,1530,1662,1576,1092,1293,104.40000000000008
new york,1530,1402,1576,1391,1014,104.30000000000018
teen witch,1530,1662,1576,1391,1145,104.10000000000018
truth or dare,1530,1662,1576,1095,1293,104.10000000000014
traumatic childhood,1530,1662,1576,1391,1146,103.90000000000015
disfigured face,903,1662,1576,1391,519,103.90000000000003
police investigation,1530,1662,1338,1391,1148,103.50000000000001
summer vacation,1530,1662,1301,1105,1293,103.10000000000016
based on real person,1530,1662,153,1391,1150,103.10000000000012
finland,1530,1662,1576,1309,1192,102.9000000000002
candid,1146,794,525,886,586,102.80000000000011
screenlife,1530,1662,1576,1391,1152,102.70000000000007
europe,1530,590,606,38,1293,102.60000000000011
storytelling,1530,1662,1576,1112,1293,102.40000000000025
bridge,1530,1662,658,1391,1154,102.30000000000015
long lost love,1530,1662,1576,1115,1293,102.10000000000016
seinen,1530,1662,1398,1254,1224,102.00000000000017
insidious,1530,1662,943,1116,1293,101.99999999999994
sociopath,881,1662,403,1391,508,101.70000000000012
alien creature,1530,1662,1576,1391,1157,101.70000000000009
grandmother,1530,1662,1576,1120,1293,101.6000000000003
jungle,1414,621,721,629,902,101.60000000000015
playwright,1341,1662,1576,1391,969,101.5000000000002
vulnerability,1530,1662,1576,1391,1158,101.50000000000006
exploitation,1530,750,767,1391,703,101.3000000000001
post-apocalyptic future,644,117,16,51,173,100.8000000000001
prayer,1530,881,1538,1278,828,100.70000000000022
war veteran,707,1662,1576,682,694,100.6000000000001
jewish family,1530,1662,1576,1391,1163,100.5000000000001
shaman,1530,1662,1576,1391,1165,100.10000000000024
taliban,1530,1662,1576,1136,1293,99.99999999999999
aggressive,309,707,71,108,109,99.90000000000005
forty something,1530,1662,1576,1140,1293,99.60000000000022
pregnant woman,1530,1662,1576,1141,1293,99.50000000000028
mountains,1530,1662,1576,1391,1168,99.50000000000004
death of son,1530,1662,1576,1391,1169,99.30000000000011
possessed doll,1530,1662,1576,1144,1293,99.20000000000013
threesome,1530,1662,1576,1148,1293,98.80000000000004
ambivalent,1061,880,891,1135,440,98.7000000000001
family dog,1530,1662,1576,1150,1293,98.60000000000016
foster family,1530,1662,1576,1151,1293,98.50000000000013
domestic violence,1422,1662,1576,1391,1066,98.3
buddy cop,432,717,581,287,157,98.00000000000007
magical object,1530,614,1576,109,1293,97.90000000000018
military veteran,1530,1662,1576,1391,1176,97.90000000000018
hairstylist,1530,1662,1576,1391,1176,97.90000000000018
flight,1530,1334,410,1391,1012,97.90000000000018
country club,1530,1662,1576,1391,1176,97.90000000000018
italian immigrant,1530,1662,1576,1391,1176,97.90000000000018
eccentric family,1530,1662,1576,1391,1176,97.90000000000018
hotelier,1530,1662,1576,1391,1176,97.90000000000018
natural disaster,1182,471,1576,608,624,97.90000000000008
rich man,1530,1662,1576,1161,1293,97.50000000000033
adoring,456,769,61,340,183,97.50000000000004
holiday season,1530,1662,1576,1162,1293,97.40000000000005
orlando florida,1530,1662,1576,1163,1293,97.30000000000028
vacation,1530,865,1436,1079,938,97.0000000000001
animals,800,283,448,101,406,97.00000000000007
abortion,1530,1662,1079,1169,1293,96.70000000000014
posing for a portrait,1530,1662,1576,1169,1293,96.70000000000005
food,1530,292,1271,1391,498,96.50000000000016
evangelical christianity,1530,1662,1576,1344,1208,96.20000000000009
b movie,1530,1662,1576,1175,1293,96.10000000000022
graveyard,1530,1662,1576,1177,1293,95.90000000000016
fear of commitment,1530,1662,1576,1180,1293,95.6000000000001
matchmaking,1530,1662,1576,1183,1293,95.30000000000003
amazon rainforest,1530,1662,1576,1189,1293,94.70000000000005
eaten by animal,1530,1662,1576,1190,1293,94.6000000000002
valencia,1530,1662,1576,1192,1293,94.40000000000022
indigenous peoples,1530,1662,1576,1193,1293,94.30000000000031
comedian,1530,1583,1159,1117,1293,94.00000000000031
stork,1530,1662,1576,1196,1293,94.00000000000021
horrified,1062,981,1576,891,637,94.00000000000004
lawsuit,1530,1662,1576,1197,1293,93.90000000000019
farmer,1530,1662,91,1198,1293,93.80000000000025
assertive,875,636,1043,976,236,93.80000000000008
mythology,1530,1203,988,1099,1113,93.80000000000008
intimate,1232,363,84,588,651,93.70000000000013
nonbinary director,1530,1662,1576,1391,1197,93.70000000000012
underage drinking,1530,1662,1576,1200,1293,93.6000000000002
harsh,1530,645,864,1391,689,93.60000000000014
austria,1408,965,1576,260,1293,93.50000000000016
accidental death,1530,1662,1242,1202,1293,93.40000000000022
robbery,623,843,507,308,424,93.30000000000007
vengeance,418,1662,1276,1391,87,93.30000000000001
rural,1530,1662,1576,1204,1293,93.20000000000016
cave,1530,1089,1402,1391,913,93.20000000000016
island,683,351,45,145,320,93.20000000000006
bukatsu,1530,1662,1576,1391,1200,93.10000000000016
cinema on cinema,1530,1662,1576,1205,1293,93.10000000000007
gay artist,1530,1662,1576,1206,1293,93.00000000000021
sport competition,1530,1662,1576,1391,1201,92.90000000000025
school club,1530,1662,1576,1391,1201,92.90000000000025
film director,1530,1662,1576,1207,1293,92.90000000000005
cold case,1530,1662,804,1208,1293,92.80000000000015
evil spirit,1530,1662,1082,1208,1293,92.80000000000001
vibrant,536,427,112,46,263,92.70000000000005
fireplace,1530,1662,1576,1210,1293,92.6000000000002
montana,1418,1662,1576,1194,1190,92.40000000000013
dark comedy,250,915,329,177,158,92.2
donghua,1530,1662,1576,1285,1258,92.10000000000032
christmas lights,1530,1662,1576,1215,1293,92.1000000000002
christian faith,1530,1662,1573,1391,1205,92.1000000000001
astronaut,1275,1185,80,230,1293,91.9000000000002
blind date,1530,1662,1576,1220,1293,91.60000000000039
police officer killed,1530,1662,1576,1223,1293,91.30000000000007
broken family,1530,1662,1576,1391,1209,91.30000000000003
based on manga,507,1194,1394,679,310,90.90000000000012
autofiction,1530,1662,1576,1391,1211,90.90000000000008
man hunt,1530,1662,1576,1228,1293,90.80000000000028
mental illness,326,1388,322,63,535,90.69999999999995
holy grail,1530,1662,1576,1391,1213,90.50000000000007
hearing voices,1530,1662,1576,1391,1214,90.30000000000011
abandoned baby,1530,1662,1576,1391,1216,89.90000000000029
grim reaper,1530,1662,1576,1237,1293,89.9000000000002
commanding,967,216,309,807,222,89.9000000000001
hell,1530,1659,1469,1237,1293,89.60000000000025
wrestling,1530,1662,1576,1240,1293,89.60000000000016
desert,442,275,1019,107,78,89.60000000000007
scathing,1530,759,1576,862,1031,89.50000000000023
1st century,1530,1662,1576,1241,1293,89.50000000000013
jesus christ,1530,1662,1576,1241,1293,89.50000000000013
iran,1530,1662,1269,1244,1293,89.20000000000029
firefighting,1530,1662,1576,1245,1293,89.10000000000026
immigrant,758,1613,1470,695,772,89.00000000000007
sex shop,1530,1662,1576,1249,1293,88.70000000000036
rural setting,1530,1662,1576,1250,1293,88.60000000000024
understated,1530,1662,308,1250,1293,88.60000000000018
afghanistan,1530,1548,1576,1136,1293,88.60000000000011
cgi-live action hybrid,785,1082,222,533,617,88.50000000000004
hollywood,695,1662,925,312,928,88.40000000000006
based on children's book,1072,123,358,556,414,88.30000000000005
orgy,1510,1662,1576,1214,1293,88.20000000000041
wyoming,1530,873,1576,465,1293,88.20000000000017
1860s,1530,1662,1576,1391,1225,88.1000000000002
soviet politics,1530,1662,1576,1255,1293,88.10000000000012
knife,1133,1662,1047,461,1293,88.10000000000008
snowman,1530,1662,1576,1258,1293,87.80000000000031
post war,1530,1662,1576,1391,1227,87.70000000000014
private detective,1530,1662,1576,1260,1293,87.60000000000025
wilderness,1530,611,1457,210,1293,87.50000000000023
grave digging,1530,1662,1576,1391,1228,87.50000000000006
passed over for promotion,1530,1662,1576,1262,1293,87.4000000000002
georgia,1530,1662,591,1263,1293,87.30000000000014
skilled fighter,1530,1662,1576,1391,1229,87.30000000000013
mask,745,196,509,279,267,87.30000000000004
sculptor,1530,1662,1576,1265,1293,87.10000000000014
samurai sword,1530,1662,1192,1391,1231,86.90000000000019
marriage,1175,480,759,947,507,86.9000000000001
camera,1530,1662,1576,1268,1293,86.80000000000014
lost child,1530,1662,1576,1269,1293,86.70000000000012
lighthouse,1530,1662,1576,1269,1293,86.70000000000012
college friends,1530,1662,1576,1271,1293,86.50000000000016
festival,1530,1662,1576,1272,1293,86.40000000000013
family,231,623,349,175,23,86.40000000000008
concert film,1530,1662,1549,1391,1234,86.30000000000027
determination,1530,1662,1576,1273,1293,86.3000000000001
endurance,1530,1662,1576,1273,1293,86.3000000000001
rhythm and blues (r&b),1530,1662,1576,1391,1235,86.0999999999998
soul music,1530,1662,1576,1391,1235,86.0999999999998
drug rehabilitation,1530,1662,1576,1280,1293,85.60000000000011
singer-songwriter,1530,1662,1576,1391,1238,85.50000000000033
childhood home,1530,1662,1576,1281,1293,85.50000000000017
facebook,1530,1662,1576,1282,1293,85.40000000000005
finance,1530,1662,1576,1283,1293,85.30000000000004
coming out,1530,1387,1576,1391,1102,85.20000000000022
inter-korean relations,1530,1662,1576,1342,1264,85.20000000000013
texas,1128,329,207,590,572,85.10000000000012
edited from tv series,1530,1662,1576,1374,1249,85.00000000000006
holiday horror,1530,1365,1576,991,1293,84.80000000000013
autism,1530,1312,1576,938,1293,84.80000000000005
nazi occupation,1530,1662,1576,1289,1293,84.70000000000012
based on cartoon,925,1662,1254,1113,776,84.70000000000003
chinese mythology,1530,1662,1576,1391,1242,84.69999999999996
psychiatric hospital,1247,1662,180,724,1293,84.6000000000002
elemental powers,1530,1662,1576,1293,1293,84.30000000000032
airplane hijacking,1530,1662,1576,1391,1244,84.30000000000011
hijacking,1530,1662,1576,1391,1244,84.30000000000011
booby trap,1530,878,1576,1391,853,84.10000000000024
democracy,1530,1662,1576,1298,1293,83.80000000000001
director,1530,1662,1576,1301,1293,83.50000000000026
ambition,1530,868,1205,507,1293,83.50000000000013
truck,1530,1662,1576,1303,1293,83.3000000000003
virus,1530,175,76,288,1057,83.30000000000014
death of a salesman,1530,1662,1576,1305,1293,83.10000000000026
theater play,1530,1662,1529,1305,1293,83.1000000000002
secrets,1530,1655,1431,1300,1293,82.90000000000022
viral video,1530,1662,1576,1391,1251,82.90000000000019
family issues,1530,1662,1576,1307,1293,82.90000000000003
opioid crisis,1530,1662,1576,1391,1252,82.70000000000036
compilation,1530,1636,1576,1373,1249,82.50000000000016
diner,1520,1662,1345,1391,1243,82.50000000000013
sheep farm,1530,1662,1576,1311,1293,82.5000000000001
get together,1530,1662,1576,1312,1293,82.40000000000023
art,1530,1499,1513,1149,1293,82.40000000000013
cemetery,1530,1523,1576,1174,1293,82.30000000000017
ancient india,1530,1662,1576,1313,1293,82.30000000000005
reunion,1530,1563,1305,1216,1293,82.10000000000016
figure study,1530,1662,1576,1391,1255,82.10000000000008
psychological horror,301,1662,1576,259,592,82.10000000000005
motorcycle gang,1530,1662,881,1316,1293,82.00000000000011
personal relationships,1530,1662,1576,1391,1256,81.90000000000023
docudrama,1530,1662,1576,1368,1268,81.80000000000028
african american,1530,1662,1576,1318,1293,81.80000000000007
growing up,1499,1662,1352,1256,1293,81.80000000000001
civil war,1530,997,1576,654,1293,81.70000000000005
old friends,1530,1662,1576,1320,1293,81.60000000000021
korean resistance,1530,1662,1576,1321,1293,81.50000000000026
lion,1530,119,954,357,1004,81.40000000000012
nezha,1530,1662,1576,1322,1293,81.4000000000001
joseon dynasty (1392–1910),1530,1662,1560,1391,1259,81.30000000000017
korean chinese,1530,1662,1576,1323,1293,81.30000000000007
national intelligence service (nis),1530,1662,1576,1323,1293,81.30000000000007
beauty queen,1530,1662,1576,1325,1293,81.10000000000025
former lovers,1530,1662,1576,1327,1293,80.90000000000005
music documentary,1530,1662,1576,1391,1262,80.70000000000024
inspirational,920,7,212,131,456,80.40000000000009
one-night stand,1530,1227,1327,898,1293,80.30000000000017
spiritism,849,1662,1576,1391,583,80.30000000000008
female villain,420,463,615,28,237,80.10000000000007
female teacher,1530,1662,1576,1391,1265,80.10000000000002
south korean,1530,1662,1576,1391,1265,80.10000000000002
anti-bullying,1530,1662,1576,1391,1265,80.10000000000002
earthquake,1047,470,1576,314,726,79.80000000000011
homeless,1530,1662,1576,1340,1293,79.60000000000042
homeless person,1530,1662,1576,1340,1293,79.60000000000042
lying,1376,1201,1321,573,1293,79.40000000000018
activist,1530,1662,1459,1391,1269,79.30000000000024
mentor,910,1195,1197,1391,416,79.20000000000016
children's story,1530,1662,1576,1391,1270,79.10000000000012
gadget,1530,1662,1576,1391,1270,79.10000000000012
based on video game,446,851,1103,574,190,78.9
character study,277,1662,1576,71,679,78.70000000000009
portrait of an artist,1530,1662,1576,1391,1272,78.69999999999992
political activist,1530,1662,1576,1391,1272,78.69999999999992
fortress,1530,1662,1576,1350,1293,78.60000000000018
father son relationship,427,695,273,375,194,78.60000000000007
alchemy,1530,1662,1565,1352,1293,78.4000000000003
star crossed lovers,1530,892,1576,582,1293,78.4000000000002
hokkaido,1530,1662,1576,1391,1274,78.29999999999998
independence movement,1530,1662,1576,1353,1293,78.29999999999993
tang dynasty,1530,1662,1576,1354,1293,78.20000000000013
7th century,1530,1662,1576,1354,1293,78.20000000000013
mastiff,1530,1662,1576,1391,1275,78.10000000000008
based on anime,1530,1662,1567,1356,1293,78.0000000000003
architecture,1530,1662,1576,1358,1293,77.80000000000017
based on visual novel,1530,1662,1576,1359,1293,77.70000000000019
swiss alps,1530,1662,1576,1391,1278,77.50000000000009
korea,1530,1662,1576,1361,1293,77.50000000000003
christian propaganda,1530,1662,1576,1391,1279,77.3000000000002
social class,1530,1662,663,1364,1293,77.2000000000001
belief in god,1530,1662,1576,1391,1280,77.10000000000032
dead mother,1530,1662,1576,1365,1293,77.10000000000025
noah's ark,1530,1662,1576,1391,1281,76.9000000000002
docufiction,1530,1662,1576,1391,1282,76.70000000000026
mexico,282,712,832,249,130,76.7000000000001
european refugee crisis,1530,1662,1576,1369,1293,76.70000000000003
partying,1530,1662,1093,1370,1293,76.60000000000026
war criminal,1530,1662,1576,1372,1293,76.4000000000002
arthouse,1530,1662,1576,1391,1284,76.30000000000018
dancing,935,983,422,444,824,76.10000000000018
religious film,1530,1662,1576,1391,1285,76.10000000000015
roman catholic church,1530,1662,1368,1376,1293,76.00000000000026
korean war (1950-53),1530,1662,1550,1391,1287,75.70000000000014
shocking,488,963,326,292,445,75.7000000000001
moon landing,1530,1662,1576,1380,1293,75.60000000000015
korean army,1530,1662,1576,1391,1288,75.50000000000004
knight,1141,1030,1129,948,805,75.40000000000012
chaebol,1530,1662,1576,1382,1293,75.4000000000001
religious propaganda,1530,1662,1576,1391,1289,75.3000000000001
middle ages (476-1453),1416,1662,1130,1155,1293,75.30000000000004
documentary,1530,1662,1576,1383,1293,75.30000000000003
sports documentary,1530,1662,1576,1391,1290,75.10000000000029
baseball player,1530,1662,1576,1391,1290,75.10000000000029
crime,1530,1662,1576,1386,1293,75.00000000000028
u.s. navy seal,1530,1662,356,1387,1293,74.90000000000009
proxy battle,1530,1662,1576,1388,1293,74.80000000000027
cinepanettone,1530,1662,1576,1390,1293,74.60000000000032
strong woman,1530,402,1576,130,1293,74.60000000000008
organized crime,596,70,352,432,42,74.60000000000007
adult child friendship,1530,1662,1417,1391,1293,74.50000000000036
discovery,1530,1662,1561,1391,1293,74.50000000000036
super speed,1530,1662,1217,1391,1293,74.50000000000034
brazil,1530,1662,929,1391,1293,74.50000000000034
ronin,1530,1662,1170,1391,1293,74.50000000000034
rapist,1530,1662,1476,1391,1293,74.50000000000034
perseus,1530,1662,1000,1391,1293,74.50000000000033
u.s. marshal,1530,1662,180,1391,1293,74.50000000000031
security,1530,1662,1273,1391,1293,74.5000000000003
candle,1530,1662,1303,1391,1293,74.5000000000003
chinese emperor,1530,1662,1544,1391,1293,74.5000000000003
inquisition,1530,1662,1286,1391,1293,74.5000000000003
around the world,1530,1662,1353,1391,1293,74.5000000000003
pittsburgh,1530,1662,557,1391,1293,74.5000000000003
power struggle,1530,1662,1525,1391,1293,74.5000000000003
shogun,1530,1662,1219,1391,1293,74.5000000000003
law school,1530,1662,765,1391,1293,74.50000000000028
attack,1530,1662,277,1391,1293,74.50000000000028
friends in love,1530,1662,647,1391,1293,74.50000000000028
short compilation,1530,1662,1574,1391,1293,74.50000000000028
anti villain,1530,1662,793,1391,1293,74.50000000000028
british spy,1530,1662,740,1391,1293,74.50000000000028
neighbor neighbor relationship,1530,1662,1087,1391,1293,74.50000000000027
mumbai (bombay),1530,1662,688,1391,1293,74.50000000000027
bow and arrow,1530,1662,67,1391,1293,74.50000000000027
north korea,1530,1662,821,1391,1293,74.50000000000027
house party,1530,1662,713,1391,1293,74.50000000000027
hunting,1530,1662,242,1391,1293,74.50000000000027
robin hood,1530,1662,915,1391,1293,74.50000000000027
valor,1530,1662,1497,1391,1293,74.50000000000027
old house,1530,1662,888,1391,1293,74.50000000000027
crime against humanity,1530,1662,1207,1391,1293,74.50000000000027
french cuisine,1530,1662,1539,1391,1293,74.50000000000027
stage performance,1530,1662,466,1391,1293,74.50000000000027
sunrise,1530,1662,1537,1391,1293,74.50000000000027
super soldier,1530,1662,247,1391,1293,74.50000000000027
peace,1530,1662,531,1391,1293,74.50000000000027
easter bunny,1530,1662,847,1391,1293,74.50000000000027
unconsciousness,1530,1662,961,1391,1293,74.50000000000027
contract killer,1530,1662,670,1391,1293,74.50000000000027
false memory,1530,1662,1042,1391,1293,74.50000000000026
prime minister,1530,1662,567,1391,1293,74.50000000000026
clandestine,1530,1662,674,1391,1293,74.50000000000026
super strength,1530,1662,738,1391,1293,74.50000000000026
king of england,1530,1662,760,1391,1293,74.50000000000026
survival competition,1530,1662,69,1391,1293,74.50000000000024
wolf pack,1530,1662,737,1391,1293,74.50000000000024
prison cell,1530,1662,1508,1391,1293,74.50000000000024
advertising,1530,1662,1442,1391,1293,74.50000000000024
seattle,1530,1662,677,1391,1293,74.50000000000024
sea turtle,1530,1662,1530,1391,1293,74.50000000000023
dangerous mission,1530,1662,1137,1391,1293,74.50000000000023
eye patch,1530,1662,1010,1391,1293,74.50000000000023
analog,1530,1662,1365,1391,1293,74.50000000000023
defense attorney,1530,1662,652,1391,1293,74.50000000000023
sniper rifle,1530,1662,913,1391,1293,74.50000000000023
horror anthology,1530,1662,1365,1391,1293,74.50000000000023
water park,1530,1662,1438,1391,1293,74.50000000000023
temptation,1530,1662,1547,1391,1293,74.50000000000023
deceit,1530,1662,1319,1391,1293,74.50000000000023
cover-up,1530,1662,338,1391,1293,74.50000000000023
criminal gang,1530,1662,853,1391,1293,74.50000000000023
tricycle,1530,1662,1331,1391,1293,74.50000000000023
battleship,1530,1662,1089,1391,1293,74.50000000000023
seeing the future,1530,1662,698,1391,1293,74.50000000000023
plantation,1530,1662,202,1391,1293,74.50000000000023
fist fight,1530,1662,855,1391,1293,74.50000000000023
foster child,1530,1662,1478,1391,1293,74.50000000000023
smithsonian,1530,1662,1264,1391,1293,74.50000000000023
black slave,1530,1662,202,1391,1293,74.50000000000023
unplanned pregnancy,1530,1662,969,1391,1293,74.50000000000023
hanging,1530,1662,1057,1391,1293,74.50000000000023
graduation,1530,1662,748,1391,1293,74.50000000000023
crush on friend,1530,1662,1334,1391,1293,74.50000000000023
super 8mm footage,1530,1662,901,1391,1293,74.50000000000021
little red riding hood,1530,1662,1297,1391,1293,74.50000000000021
boy genius,1530,1662,348,1391,1293,74.50000000000021
missing in action,1530,1662,1492,1391,1293,74.50000000000021
maid of honor,1530,1662,1160,1391,1293,74.50000000000021
wedding dress,1530,1662,1160,1391,1293,74.50000000000021
killer toys,1530,1662,1028,1391,1293,74.50000000000021
container,1530,1662,1466,1391,1293,74.50000000000021
adoptive father,1530,1662,268,1391,1293,74.50000000000021
orangutan,1530,1662,214,1391,1293,74.50000000000021
pretend family,1530,1662,831,1391,1293,74.50000000000021
balance,1530,1662,1354,1391,1293,74.50000000000021
protector,1530,1662,582,1391,1293,74.50000000000021
rebellious youth,1530,1662,1485,1391,1293,74.50000000000021
revolver,1530,1662,1099,1391,1293,74.50000000000021
safe house,1530,1662,917,1391,1293,74.50000000000021
schoolmates,1530,1662,1569,1391,1293,74.50000000000021
killer doll,1530,1662,1028,1391,1293,74.50000000000021
syringe,1530,1662,986,1391,1293,74.5000000000002
american abroad,1530,1662,879,1391,1293,74.5000000000002
runaway train,1530,1662,858,1391,1293,74.5000000000002
courthouse,1530,1662,935,1391,1293,74.5000000000002
revolt,1530,1662,243,1391,1293,74.5000000000002
bandit,1530,1662,1559,1391,1293,74.5000000000002
support group,1530,1662,564,1391,1293,74.5000000000002
child labour,1530,1662,672,1391,1293,74.5000000000002
senator,1530,1662,1141,1391,1293,74.5000000000002
execution,1530,1662,587,1391,1293,74.5000000000002
beating,1530,1662,497,1391,1293,74.5000000000002
coup d'etat,1530,1662,1004,1391,1293,74.5000000000002
mariachi,1530,1662,1025,1391,1293,74.5000000000002
substance abuse,1530,1662,986,1391,1293,74.5000000000002
tower,1530,1662,622,1391,1293,74.5000000000002
hades,1530,1662,999,1391,1293,74.5000000000002
shield,1530,1662,95,1391,1293,74.5000000000002
street artist,1530,1662,1440,1391,1293,74.5000000000002
police inspector,1530,1662,955,1391,1293,74.5000000000002
political intrigue,1530,1662,491,1391,1293,74.5000000000002
arena,1530,1662,413,1391,1293,74.5000000000002
new home,1530,1662,1118,1391,1293,74.5000000000002
sorceress,1530,1662,877,1391,1293,74.5000000000002
abraham lincoln,1530,1662,1006,1391,1293,74.5000000000002
dinner party,1530,1662,1307,1391,1293,74.5000000000002
sword and planet,1530,1662,991,1391,1293,74.5000000000002
environmental activist,1530,1662,1554,1391,1293,74.5000000000002
stakeout,1530,1662,682,1391,1293,74.5000000000002
slave,1530,1662,1178,1391,1293,74.5000000000002
mine,1530,1662,435,1391,1293,74.5000000000002
hostile takeover,1530,1662,486,1391,1293,74.50000000000018
trapped in an elevator,1530,1662,1330,1391,1293,74.50000000000018
teen angst,1530,1662,1509,1391,1293,74.50000000000018
superhuman,1530,1662,271,1391,1293,74.50000000000018
dance competition,1530,1662,480,1391,1293,74.50000000000018
breast cancer,1530,1662,1564,1391,1293,74.50000000000018
freight train,1530,1662,1252,1391,1293,74.50000000000018
self-referential,1530,1662,720,1391,1293,74.50000000000018
rhode island,1530,1662,631,1391,1293,74.50000000000017
precocious child,1530,1662,619,1391,1293,74.50000000000017
subconscious,1530,1662,113,1391,1293,74.50000000000017
drug trip,1530,1662,1283,1391,1293,74.50000000000017
medical drama,1530,1662,717,1391,1293,74.50000000000017
banishment,1530,1662,390,1391,1293,74.50000000000017
bourgeoisie,1530,1662,1553,1391,1293,74.50000000000017
dublin,1530,1662,1360,1391,1293,74.50000000000017
viagra,1530,1662,1138,1391,1293,74.50000000000017
modern art,1530,1662,1514,1391,1293,74.50000000000017
cape town,1530,1662,1265,1391,1293,74.50000000000017
webcam,1530,1662,1358,1391,1293,74.50000000000017
blood lust,1530,1662,783,1391,1293,74.50000000000017
police impersonator,1530,1662,479,1391,1293,74.50000000000017
code of honor,1530,1662,1482,1391,1293,74.50000000000016
seppuku,1530,1662,1482,1391,1293,74.50000000000016
mississippi river,1530,1662,766,1391,1293,74.50000000000016
dea,1530,1662,699,1391,1293,74.50000000000016
